0	0	100	239.999980000000
0	0	95	239.999980000000
0	0	90	328.467220000000
0	0	85	1250
0	0	80	1250.00010000000
0	0	75	1250
0	0	70	1250
0	10	100	239.999980000000
0	10	95	239.999980000000
0	10	90	328.467220000000
0	10	85	1250
0	10	80	1250.00010000000
0	10	75	1250
0	10	70	1250
0	20	100	239.999980000000
0	20	95	239.999980000000
0	20	90	328.467160000000
0	20	85	1250.00010000000
0	20	80	1250
0	20	75	1250
0	20	70	1250.00010000000
0	30	100	239.999980000000
0	30	95	239.999980000000
0	30	90	328.467160000000
0	30	85	1250.00010000000
0	30	80	1250
0	30	75	1250.00010000000
0	30	70	1250.00010000000
0	40	100	239.999980000000
0	40	95	239.999980000000
0	40	90	328.467190000000
0	40	85	1250.00010000000
0	40	80	1250.00010000000
0	40	75	1250.00010000000
0	40	70	1250.00010000000
0	50	100	239.999980000000
0	50	95	239.999980000000
0	50	90	328.467100000000
0	50	85	1249.99900000000
0	50	80	1249.99710000000
0	50	75	1249.99740000000
0	50	70	1250
0	60	100	239.999980000000
0	60	95	239.999980000000
0	60	90	328.467040000000
0	60	85	1249.99410000000
0	60	80	1249.98180000000
0	60	75	1249.98380000000
0	60	70	1249.99980000000
0	70	100	239.884120000000
0	70	95	239.884120000000
0	70	90	328.179470000000
0	70	85	1243.81030000000
0	70	80	1247.47500000000
0	70	75	1249.54320000000
0	70	70	1249.99940000000
0	80	100	239.691240000000
0	80	95	239.691240000000
0	80	90	327.701420000000
0	80	85	1233.64250000000
0	80	80	1243.32930000000
0	80	75	1248.81910000000
0	80	70	1249.99890000000
0	90	100	236.155640000000
0	90	95	236.155640000000
0	90	90	321.399440000000
0	90	85	1155.81450000000
0	90	80	1213.84000000000
0	90	75	1246.72490000000
0	90	70	1249.99960000000
0	100	100	234.884780000000
0	100	95	234.884780000000
0	100	90	319.048310000000
0	100	85	1132.06050000000
0	100	80	1204.48740000000
0	100	75	1245.86500000000
0	100	70	1250.00010000000
0	110	100	237.572220000000
0	110	95	237.572220000000
0	110	90	323.706480000000
0	110	85	1182.53860000000
0	110	80	1223.98120000000
0	110	75	1246.84920000000
0	110	70	1250.00010000000
0	120	100	239.109440000000
0	120	95	239.109440000000
0	120	90	326.687990000000
0	120	85	1221.44350000000
0	120	80	1238.87790000000
0	120	75	1248.52140000000
0	120	70	1250.00010000000
0	130	100	239.999980000000
0	130	95	239.999980000000
0	130	90	328.467100000000
0	130	85	1249.99980000000
0	130	80	1249.99980000000
0	130	75	1250
0	130	70	1250
0	140	100	239.999980000000
0	140	95	239.999980000000
0	140	90	328.467160000000
0	140	85	1250
0	140	80	1250
0	140	75	1250.00010000000
0	140	70	1250.00010000000
0	150	100	239.999980000000
0	150	95	239.999980000000
0	150	90	328.467220000000
0	150	85	1250.00010000000
0	150	80	1250.00010000000
0	150	75	1250.00010000000
0	150	70	1250.00010000000
0	160	100	239.999980000000
0	160	95	239.999980000000
0	160	90	328.467220000000
0	160	85	1250.00010000000
0	160	80	1250.00010000000
0	160	75	1250.00010000000
0	160	70	1250.00010000000
10	0	100	239.999980000000
10	0	95	239.999980000000
10	0	90	328.467220000000
10	0	85	1250
10	0	80	1250.00010000000
10	0	75	1250
10	0	70	1250
10	10	100	239.999980000000
10	10	95	239.999980000000
10	10	90	328.467220000000
10	10	85	1250
10	10	80	1250.00010000000
10	10	75	1250
10	10	70	1250
10	20	100	239.999980000000
10	20	95	239.999980000000
10	20	90	328.467160000000
10	20	85	1250.00010000000
10	20	80	1250
10	20	75	1250
10	20	70	1250.00010000000
10	30	100	239.999980000000
10	30	95	239.999980000000
10	30	90	328.467160000000
10	30	85	1250.00010000000
10	30	80	1250
10	30	75	1250.00010000000
10	30	70	1250.00010000000
10	40	100	239.999980000000
10	40	95	239.999980000000
10	40	90	328.467190000000
10	40	85	1250.00010000000
10	40	80	1250.00010000000
10	40	75	1250.00010000000
10	40	70	1250.00010000000
10	50	100	239.999980000000
10	50	95	239.999980000000
10	50	90	328.467100000000
10	50	85	1249.99900000000
10	50	80	1249.99710000000
10	50	75	1249.99740000000
10	50	70	1250
10	60	100	239.999980000000
10	60	95	239.999980000000
10	60	90	328.467040000000
10	60	85	1249.99410000000
10	60	80	1249.98180000000
10	60	75	1249.98380000000
10	60	70	1249.99980000000
10	70	100	239.884120000000
10	70	95	239.884120000000
10	70	90	328.179470000000
10	70	85	1243.81030000000
10	70	80	1247.47500000000
10	70	75	1249.54320000000
10	70	70	1249.99940000000
10	80	100	239.691240000000
10	80	95	239.691240000000
10	80	90	327.701420000000
10	80	85	1233.64250000000
10	80	80	1243.32930000000
10	80	75	1248.81910000000
10	80	70	1249.99890000000
10	90	100	236.155640000000
10	90	95	236.155640000000
10	90	90	321.399440000000
10	90	85	1155.81450000000
10	90	80	1213.84000000000
10	90	75	1246.72490000000
10	90	70	1249.99960000000
10	100	100	234.884780000000
10	100	95	234.884780000000
10	100	90	319.048310000000
10	100	85	1132.06050000000
10	100	80	1204.48740000000
10	100	75	1245.86500000000
10	100	70	1250.00010000000
10	110	100	237.572220000000
10	110	95	237.572220000000
10	110	90	323.706480000000
10	110	85	1182.53860000000
10	110	80	1223.98120000000
10	110	75	1246.84920000000
10	110	70	1250.00010000000
10	120	100	239.109440000000
10	120	95	239.109440000000
10	120	90	326.687990000000
10	120	85	1221.44350000000
10	120	80	1238.87790000000
10	120	75	1248.52140000000
10	120	70	1250.00010000000
10	130	100	239.999980000000
10	130	95	239.999980000000
10	130	90	328.467100000000
10	130	85	1249.99980000000
10	130	80	1249.99980000000
10	130	75	1250
10	130	70	1250
10	140	100	239.999980000000
10	140	95	239.999980000000
10	140	90	328.467160000000
10	140	85	1250
10	140	80	1250
10	140	75	1250.00010000000
10	140	70	1250.00010000000
10	150	100	239.999980000000
10	150	95	239.999980000000
10	150	90	328.467220000000
10	150	85	1250.00010000000
10	150	80	1250.00010000000
10	150	75	1250.00010000000
10	150	70	1250.00010000000
10	160	100	239.999980000000
10	160	95	239.999980000000
10	160	90	328.467220000000
10	160	85	1250.00010000000
10	160	80	1250.00010000000
10	160	75	1250.00010000000
10	160	70	1250.00010000000
20	0	100	239.999980000000
20	0	95	239.999980000000
20	0	90	328.467130000000
20	0	85	1250.00010000000
20	0	80	1250
20	0	75	1250.00010000000
20	0	70	1250.00010000000
20	10	100	239.999980000000
20	10	95	239.999980000000
20	10	90	328.467130000000
20	10	85	1250.00010000000
20	10	80	1250
20	10	75	1250.00010000000
20	10	70	1250.00010000000
20	20	100	239.999980000000
20	20	95	239.999980000000
20	20	90	328.467160000000
20	20	85	1250
20	20	80	1249.99850000000
20	20	75	1249.99840000000
20	20	70	1249.99910000000
20	30	100	239.999980000000
20	30	95	239.999980000000
20	30	90	328.467160000000
20	30	85	1249.99960000000
20	30	80	1249.99520000000
20	30	75	1249.99430000000
20	30	70	1249.99670000000
20	40	100	239.867110000000
20	40	95	239.867110000000
20	40	90	328.210270000000
20	40	85	1246.05620000000
20	40	80	1248.10020000000
20	40	75	1249.37160000000
20	40	70	1249.86580000000
20	50	100	239.638920000000
20	50	95	239.638920000000
20	50	90	327.656980000000
20	50	85	1234.52560000000
20	50	80	1242.52040000000
20	50	75	1247.59460000000
20	50	70	1249.67530000000
20	60	100	239.162860000000
20	60	95	239.162860000000
20	60	90	326.180910000000
20	60	85	1197.82300000000
20	60	80	1224.32350000000
20	60	75	1241.77950000000
20	60	70	1249.37570000000
20	70	100	237.953740000000
20	70	95	237.953740000000
20	70	90	323.986420000000
20	70	85	1168.96640000000
20	70	80	1201.79490000000
20	70	75	1231.08350000000
20	70	70	1249.08970000000
20	80	100	236.671260000000
20	80	95	236.671260000000
20	80	90	321.799710000000
20	80	85	1132.53930000000
20	80	80	1165.45200000000
20	80	75	1218.63870000000
20	80	70	1248.88010000000
20	90	100	233.606050000000
20	90	95	233.606050000000
20	90	90	313.547550000000
20	90	85	1053.29430000000
20	90	80	1162.70080000000
20	90	75	1224.83830000000
20	90	70	1249.70970000000
20	100	100	231.272030000000
20	100	95	231.272030000000
20	100	90	306.002690000000
20	100	85	1015.24100000000
20	100	80	1162.34830000000
20	100	75	1231.82730000000
20	100	70	1250.14110000000
20	110	100	235.796300000000
20	110	95	235.796300000000
20	110	90	318.177150000000
20	110	85	1075.45290000000
20	110	80	1170.82840000000
